State,Case_Number,Persons,County,City,Month,Day,Route,Rural/Urban,Latitude,Longitude,First Harmful Event,Manner of Collision,Light Conditions,Weather
Alabama,10325,7,BALDWIN (3),ROBERTSDALE,June,Tuesday,U.S. Highway,Urban,30.56753611,-87.64898889,Motor Vehicle In-Transport,Angle,Daylight,Clear
Alabama,10326,5,JEFFERSON (73),BIRMINGHAM,June,Wednesday,Local Street - Municipality,Urban,33.52979167,-86.85069444,Motor Vehicle In-Transport,Angle,Dark - Lighted,Rain
Alabama,10332,2,MADISON (89),HUNTSVILLE,June,Saturday,State Highway,Urban,34.72005278,-86.62766389,Motor Vehicle In-Transport,Angle,Daylight,Rain
Alabama,10335,1,JEFFERSON (73),BIRMINGHAM,June,Thursday,Local Street - Municipality,Urban,33.50046944,-86.87193333,Utility Pole/Light Support,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Rain
Alabama,10336,2,BALDWIN (3),ROBERTSDALE,June,Saturday,County Road,Urban,30.55829167,-87.69986944,Parked Motor Vehicle,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Rain
Alabama,10337,1,MONROE (99),MONROEVILLE,June,Monday,State Highway,Urban,31.54083333,-87.32739444,Tree (Standing Only),The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,Clear
Alabama,10338,1,SHELBY (117),HELENA,June,Monday,County Road,Urban,33.29223611,-86.86161111,Boulder,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Unknown Lighting,Clear
Alabama,10340,2,WINSTON (133),ADDISON,June,Thursday,U.S. Highway,Urban,34.19617222,-87.16105833,Utility Pole/Light Support,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,Clear
Alabama,10345,2,JACKSON (71),SECTION,January,Monday,State Highway,Urban,34.565475,-85.95381944,Motor Vehicle In-Transport,Front-to-Front,Dark - Not Lighted,Clear
Alabama,10360,5,WALKER (127),JASPER,July,Thursday,Interstate,Urban,33.81374444,-87.30820833,Motor Vehicle In-Transport,Front-to-Front,Dark - Not Lighted,Cloudy
Alabama,10362,1,MOBILE (97),MOBILE,June,Sunday,Interstate,Urban,30.68938333,-88.12601111,Concrete Traffic Barrier,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Clear
Alabama,10366,4,MOBILE (97),MOBILE,April,Sunday,Interstate,Urban,30.63849722,-88.09085833,Bridge Pier or Support,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Alabama,10367,3,MOBILE (97),MOBILE,May,Thursday,Local Street - Municipality,Urban,30.69726667,-88.22543889,Motor Vehicle In-Transport,Angle,Daylight,Clear
Alabama,10368,3,TALLADEGA (121),TALLADEGA,March,Friday,Local Street - Municipality,Urban,33.43606667,-86.10252778,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Clear
Alabama,10369,1,JEFFERSON (73),BIRMINGHAM,June,Friday,Local Street - Municipality,Urban,33.47235833,-86.89174167,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,Rain
Alabama,10371,1,TALLADEGA (121),LINCOLN,June,Wednesday,State Highway,Urban,33.58062778,-86.12716667,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Cloudy
Alabama,10375,1,JEFFERSON (73),BIRMINGHAM,June,Wednesday,Local Street - Municipality,Urban,33.50989722,-86.82036944,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,Cloudy
Alabama,10377,3,CALHOUN (15),OXFORD,June,Friday,U.S. Highway,Urban,33.59772222,-85.94380833,Motor Vehicle In-Transport,Angle,Dawn,Clear
Alabama,10381,3,MADISON (89),HUNTSVILLE,June,Saturday,Local Street - Municipality,Urban,34.76543889,-86.74952778,Motor Vehicle In-Transport,Front-to-Front,Daylight,Cloudy
Alabama,10383,3,RANDOLPH (111),ROANOKE,June,Saturday,U.S. Highway,Urban,33.11566389,-85.36130556,Motor Vehicle In-Transport,Front-to-Front,Dark - Lighted,Clear
Alabama,10390,7,MORGAN (103),DECATUR,June,Tuesday,State Highway,Urban,34.55548333,-86.95471667,Motor Vehicle In-Transport,Front-to-Front,Daylight,Clear
Alabama,10395,2,MOBILE (97),MOBILE,June,Friday,State Highway,Urban,30.72005,-88.15296944,Motor Vehicle In-Transport,Angle,Daylight,Clear
Alabama,10400,1,COLBERT (33),MUSCLE SHOALS,June,Saturday,Local Street - Municipality,Urban,34.72866111,-87.58251944,Immersion or Partial Immersion,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,Cloudy
Alabama,10404,6,MARSHALL (95),GUNTERSVILLE,June,Sunday,State Highway,Urban,34.30198889,-86.27875,Motor Vehicle In-Transport,Front-to-Rear,Daylight,Clear
Alabama,10405,2,CLARKE (25),JACKSON,June,Sunday,U.S. Highway,Rural,31.60104167,-87.86807778,Motor Vehicle In-Transport,Angle,Daylight,Clear
Alabama,10406,2,JEFFERSON (73),BIRMINGHAM,July,Tuesday,State Highway,Rural,33.46889167,-86.63611389,Motor Vehicle In-Transport,Front-to-Front,Daylight,Clear
Alabama,10408,1,MONTGOMERY (101),MONTGOMERY,July,Wednesday,Local Street - Municipality,Urban,32.30898056,-86.37746667,Tree (Standing Only),The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Alabama,10409,4,MONTGOMERY (101),MONTGOMERY,July,Wednesday,State Highway,Urban,32.33058333,-86.35305278,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Rain
Alabama,10414,2,MORGAN (103),DECATUR,July,Saturday,State Highway,Urban,34.59897222,-87.04319722,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,Cloudy
Alabama,10415,1,JEFFERSON (73),BIRMINGHAM,July,Sunday,Local Street - Municipality,Urban,33.48915833,-86.79226944,Curb,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Unknown Lighting,Clear
Alabama,10420,2,BALDWIN (3),ORANGE BEACH,July,Tuesday,State Highway,Rural,30.27792778,-87.53685,Motor Vehicle In-Transport,Front-to-Rear,Dark - Lighted,Clear
Alabama,10422,1,JACKSON (71),SCOTTSBORO,July,Thursday,State Highway,Urban,34.65879444,-86.00595278,Mail Box,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Cloudy
Alabama,10425,1,MOBILE (97),MOBILE,July,Sunday,U.S. Highway,Urban,30.6368,-88.14184444,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Rain
Alabama,10428,2,DALLAS (47),SELMA,July,Tuesday,Local Street - Municipality,Urban,32.41153056,-87.02756389,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Clear
Alabama,10432,1,JEFFERSON (73),MIDFIELD,July,Monday,U.S. Highway,Urban,33.45054722,-86.92518889,Tree (Standing Only),The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Clear
Alabama,10433,1,LIMESTONE (83),ATHENS,August,Monday,State Highway,Urban,34.78318056,-86.95674167,Traffic Sign Support,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Alabama,10437,1,JEFFERSON (73),TRUSSVILLE,August,Wednesday,Interstate,Urban,33.65286667,-86.60251111,Rollover/Overturn,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Clear
Alabama,10438,1,MONTGOMERY (101),MONTGOMERY,July,Monday,Interstate,Urban,32.36780833,-86.29446389,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Clear
Alabama,10441,2,JEFFERSON (73),BIRMINGHAM,July,Friday,Interstate,Urban,33.53435833,-86.796825,Motor Vehicle In-Transport,Sideswipe - Same Direction,Dark - Unknown Lighting,Clear
Alabama,10442,1,CLARKE (25),GROVE HILL,May,Saturday,U.S. Highway,Rural,31.655525,-87.80506111,Culvert,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,"Fog, Smog, Smoke"
Alabama,10443,1,TALLAPOOSA (123),JACKSONS GAP,May,Monday,County Road,Rural,32.8833,-85.82637222,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,Clear
Alabama,10445,3,DALLAS (47),SELMA,July,Thursday,Local Street - Municipality,Urban,32.42640556,-87.0509,Motor Vehicle In-Transport,Front-to-Front,Daylight,Clear
Alabama,10446,1,JEFFERSON (73),BIRMINGHAM,July,Sunday,Local Street - Municipality,Urban,33.55189167,-86.73818056,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Alabama,10448,2,TUSCALOOSA (125),NORTHPORT,August,Sunday,U.S. Highway,Urban,33.21422778,-87.57361944,Motor Vehicle In-Transport,Front-to-Front,Dark - Lighted,Clear
Alabama,10449,2,ETOWAH (55),BOAZ,July,Monday,U.S. Highway,Urban,34.14566667,-86.12824444,Motor Vehicle In-Transport,Front-to-Rear,Dark - Not Lighted,Cloudy
Alabama,10452,1,JEFFERSON (73),BIRMINGHAM,July,Sunday,Local Street - Municipality,Urban,33.54004444,-86.77677222,Curb,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Alabama,10456,2,COFFEE (31),ENTERPRISE,July,Wednesday,U.S. Highway,Urban,31.31431944,-85.83004167,Motor Vehicle In-Transport,Angle,Dark - Lighted,Cloudy
Alabama,10457,2,MOBILE (97),MOBILE,July,Wednesday,Local Street - Municipality,Urban,30.64955833,-88.15724167,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,Clear
Alabama,10460,2,DALLAS (47),SELMA,July,Friday,State Highway,Urban,32.43261667,-87.04472222,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Alabama,10462,2,JEFFERSON (73),BIRMINGHAM,July,Saturday,Local Street - Municipality,Urban,33.53967222,-86.81186944,Motor Vehicle In-Transport,Front-to-Front,Dark - Lighted,Clear
Alabama,10468,2,WALKER (127),JASPER,July,Tuesday,State Highway,Urban,33.84243611,-87.241825,Motor Vehicle In-Transport,Angle,Dawn,Clear
Alabama,10470,3,MORGAN (103),DECATUR,July,Wednesday,State Highway,Urban,34.55603611,-86.95596944,Motor Vehicle In-Transport,Sideswipe - Opposite Direction,Daylight,Rain
Alabama,10471,1,JEFFERSON (73),BIRMINGHAM,August,Thursday,Local Street - Municipality,Urban,33.53564722,-86.76095278,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Alabama,10476,1,TUSCALOOSA (125),TUSCALOOSA,August,Friday,U.S. Highway,Urban,33.17856389,-87.52502222,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Alabama,10478,2,WALKER (127),JASPER,August,Friday,State Highway,Urban,33.826225,-87.29243611,Motor Vehicle In-Transport,Angle,Dark - Lighted,Cloudy
Alabama,10480,4,RUSSELL (113),PHENIX CITY,August,Saturday,State Highway,Urban,32.41013333,-85.03733889,Motor Vehicle In-Transport,Front-to-Rear,Daylight,Clear
Alabama,10487,2,CLARKE (25),GROVE HILL,August,Saturday,U.S. Highway,Urban,31.66470556,-87.72637222,Motor Vehicle In-Transport,Angle,Daylight,Clear
Alabama,10492,2,ETOWAH (55),GADSDEN,August,Wednesday,Local Street - Municipality,Urban,34.02466389,-86.03177778,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Rain
Alabama,10493,3,ESCAMBIA (53),ATMORE,August,Thursday,State Highway,Rural,31.02383056,-87.49776667,Motor Vehicle In-Transport,Angle,Daylight,Clear
Alabama,10495,2,DALLAS (47),SELMA,August,Thursday,Local Street - Municipality,Urban,32.43733889,-87.02898611,Culvert,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Clear
Alabama,10497,2,MOBILE (97),PRICHARD,August,Saturday,Local Street - Municipality,Urban,30.74583333,-88.11148333,Motor Vehicle In-Transport,Angle,Daylight,Clear
Alabama,10506,4,CHILTON (21),CLANTON,September,Monday,U.S. Highway,Urban,32.84029167,-86.63392778,Motor Vehicle In-Transport,Angle,Daylight,Clear
Alabama,10507,2,RUSSELL (113),PHENIX CITY,September,Monday,U.S. Highway,Urban,32.44798333,-85.01707222,Motor Vehicle In-Transport,Angle,Dark - Lighted,Clear
Alabama,10512,2,HOUSTON (69),DOTHAN,August,Tuesday,State Highway,Urban,31.19618333,-85.41185278,Motor Vehicle In-Transport,Front-to-Rear,Daylight,Cloudy
Alabama,10516,1,SHELBY (117),HOOVER,August,Thursday,U.S. Highway,Urban,33.42046667,-86.69501667,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,Clear
Alabama,10519,3,BALDWIN (3),ORANGE BEACH,August,Saturday,State Highway,Urban,30.27798056,-87.55291667,Motor Vehicle In-Transport,Front-to-Front,Dark - Not Lighted,Clear
Alabama,10521,1,JEFFERSON (73),BIRMINGHAM,July,Wednesday,Local Street - Township,Urban,33.464875,-86.96089722,Utility Pole/Light Support,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Alabama,10527,1,JEFFERSON (73),BIRMINGHAM,July,Friday,Local Street - Municipality,Urban,33.51890833,-86.80143611,Pedalcyclist,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Clear
Alabama,10530,2,CONECUH (35),EVERGREEN,June,Thursday,Interstate,Urban,31.44837222,-86.97333611,Rollover/Overturn,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Clear
Alabama,10531,1,JEFFERSON (73),BIRMINGHAM,May,Tuesday,Local Street - Municipality,Urban,33.57568611,-86.71973333,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Alabama,10534,1,JEFFERSON (73),BESSEMER,September,Sunday,Interstate,Urban,33.38522222,-86.98871944,Other Object (not fixed),The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,Clear
Alabama,10537,4,MOBILE (97),PRICHARD,September,Monday,Interstate,Urban,30.74294722,-88.10479167,Motor Vehicle In-Transport,Angle,Dark - Lighted,Clear
Alabama,10544,2,CULLMAN (43),CULLMAN,August,Thursday,Local Street - Municipality,Rural,34.18008056,-86.85926667,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Clear
Alabama,10547,3,WINSTON (133),HALEYVILLE,August,Monday,Local Street - Municipality,Urban,34.24076944,-87.62000833,Motor Vehicle In-Transport,Front-to-Front,Daylight,Rain
Alabama,10548,3,MORGAN (103),DECATUR,August,Thursday,U.S. Highway,Urban,34.51971944,-86.96954444,Motor Vehicle In-Transport,Sideswipe - Same Direction,Daylight,Clear
Alabama,10550,2,COLBERT (33),TUSCUMBIA,August,Friday,U.S. Highway,Rural,34.71428611,-87.67568889,Motor Vehicle In-Transport,Front-to-Rear,Daylight,Clear
Alabama,10556,1,JEFFERSON (73),BIRMINGHAM,September,Monday,Local Street - Municipality,Urban,33.50520278,-86.85485833,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Alabama,10559,2,JEFFERSON (73),BIRMINGHAM,September,Tuesday,Local Street - Municipality,Urban,33.58450833,-86.70456944,Motor Vehicle In-Transport,Angle,Dark - Lighted,Clear
Alabama,10563,1,MONTGOMERY (101),MONTGOMERY,September,Thursday,Local Street - Municipality,Urban,32.36932778,-86.33165,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Alabama,10564,1,JEFFERSON (73),BIRMINGHAM,September,Friday,Local Street - Municipality,Urban,33.52790278,-86.74987222,Rollover/Overturn,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Clear
Alabama,10566,2,BIBB (7),BRENT,September,Saturday,State Highway,Urban,32.918925,-87.18710278,Ditch,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,Clear
Alabama,10571,1,TUSCALOOSA (125),TUSCALOOSA,September,Thursday,U.S. Highway,Urban,33.20117778,-87.52516944,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Alabama,10574,1,JEFFERSON (73),IRONDALE,September,Friday,State Highway,Urban,33.545075,-86.68479722,Ditch,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Clear
Alabama,10575,1,MOBILE (97),MOBILE,September,Friday,U.S. Highway,Urban,30.66356667,-88.10693056,Traffic Sign Support,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Cloudy
Alabama,10576,1,JEFFERSON (73),BIRMINGHAM,September,Saturday,Local Street - Municipality,Urban,33.55650833,-86.82071667,Other Fixed Object,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Clear
Alabama,10577,7,TALLADEGA (121),SYLACAUGA,September,Saturday,State Highway,Urban,33.17916111,-86.25065556,Motor Vehicle In-Transport,Front-to-Front,Dark - Lighted,Clear
Alabama,10580,1,PIKE (109),TROY,September,Sunday,Local Street - Municipality,Urban,31.821975,-85.95660278,Ground,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Clear
Alabama,10582,1,TUSCALOOSA (125),TUSCALOOSA,September,Monday,Local Street - Municipality,Urban,33.22715278,-87.50868333,Tree (Standing Only),The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Clear
Alabama,10583,4,JEFFERSON (73),HOOVER,September,Tuesday,State Highway,Urban,33.37537222,-86.807625,Motor Vehicle In-Transport,Angle,Daylight,Clear
Alabama,10585,1,DEKALB (49),FYFFE,September,Wednesday,Local Street - Municipality,Urban,34.44449444,-85.90409444,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Clear
Alabama,10587,1,JEFFERSON (73),BIRMINGHAM,September,Thursday,Local Street - Municipality,Urban,33.54327222,-86.87438056,Tree (Standing Only),The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Daylight,Clear
Alabama,10589,4,CALHOUN (15),OXFORD,September,Friday,Local Street - Municipality,Urban,33.59913333,-85.82498611,Motor Vehicle In-Transport,Front-to-Front,Daylight,Clear
Alabama,10591,1,TALLADEGA (121),TALLADEGA,September,Friday,State Highway,Urban,33.46580556,-86.11617222,Rollover/Overturn,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,Clear
Alabama,10593,1,MADISON (89),NEW HOPE,September,Saturday,Local Street - Municipality,Rural,34.55080833,-86.44576389,Rollover/Overturn,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,Clear
Alabama,10600,1,COVINGTON (39),ANDALUSIA,September,Monday,Local Street - Municipality,Urban,31.28885556,-86.47241667,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Not Lighted,Clear
Alabama,10605,1,MORGAN (103),DECATUR,September,Sunday,Local Street - Municipality,Urban,34.56148056,-86.98515,Curb,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
Alabama,10609,2,JACKSON (71),SCOTTSBORO,October,Tuesday,U.S. Highway,Urban,34.66018889,-86.01775,Pedestrian,The First Harmful Event was Not a Collision with a Motor Vehicle in Transport,Dark - Lighted,Clear
